schema_version,backend,operation,alphabet,padding,input_len,target_arch,target_os,median_throughput_mib_s,scalar_median_throughput_mib_s,ratio_to_scalar,status
1,auto,decode,url-safe,unpadded,1024,x86_64,linux,138.550997,281.781661,0.491696,non-admissible-below-scalar
1,avx2,decode,url-safe,unpadded,1024,x86_64,linux,109.761212,281.781661,0.389526,non-admissible-below-scalar
1,avx512-vbmi,decode,url-safe,unpadded,1024,x86_64,linux,142.614006,281.781661,0.506115,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,unpadded,1024,x86_64,linux,76.037732,281.781661,0.269846,non-admissible-below-scalar
1,auto,decode,url-safe,unpadded,11,x86_64,linux,225.510938,252.615361,0.892705,non-admissible-below-scalar
1,auto,decode,url-safe,unpadded,12,x86_64,linux,66.435833,256.342220,0.259169,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,unpadded,12,x86_64,linux,67.382130,256.342220,0.262860,non-admissible-below-scalar
1,auto,decode,url-safe,unpadded,15,x86_64,linux,76.933175,263.731158,0.291711,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,unpadded,15,x86_64,linux,80.525025,263.731158,0.305330,non-admissible-below-scalar
1,auto,decode,url-safe,unpadded,16,x86_64,linux,79.939621,256.456213,0.311709,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,unpadded,16,x86_64,linux,79.598972,256.456213,0.310380,non-admissible-below-scalar
