schema_version,campaign_id,run_id,sample_index,engine,operation,alphabet,padding,input_len,encoded_len,iterations,elapsed_ns,throughput_mib_s,backend,active_encode_backend,active_decode_backend,target_arch,target_os,allocation_count
1,commit-5-correction-amd-9950x3d,run-1,3,base64-0.23.0,decode,standard,padded,2,4,2097152,27517623,145.361393,external,avx512-vbmi,avx512-vbmi,x86_64,linux,0
1,commit-5-correction-amd-9950x3d,run-1,4,base64-0.23.0,decode,standard,padded,2,4,2097152,27668097,144.570839,external,avx512-vbmi,avx512-vbmi,x86_64,linux,0
1,commit-5-correction-amd-9950x3d,run-1,0,base64ct-1.8.3,encode,standard,padded,2,4,2097152,17420966,229.608393,external,avx512-vbmi,avx512-vbmi,x86_64,linux,0
1,commit-5-correction-amd-9950x3d,run-1,1,base64ct-1.8.3,encode,standard,padded,2,4,2097152,17241458,231.998941,external,avx512-vbmi,avx512-vbmi,x86_64,linux,0
1,commit-5-correction-amd-9950x3d,run-1,2,base64ct-1.8.3,encode,standard,padded,2,4,2097152,17143503,233.324543,external,avx512-vbmi,avx512-vbmi,x86_64,linux,0
1,commit-5-correction-amd-9950x3d,run-1,3,base64ct-1.8.3,encode,standard,padded,2,4,2097152,17128876,233.523788,external,avx512-vbmi,avx512-vbmi,x86_64,linux,0
1,commit-5-correction-amd-9950x3d,run-1,4,base64ct-1.8.3,encode,standard,padded,2,4,2097152,17158652,233.118546,external,avx512-vbmi,avx512-vbmi,x86_64,linux,0
1,commit-5-correction-amd-9950x3d,run-1,0,base64ct-1.8.3,decode,standard,padded,2,4,2097152,56721872,70.519534,external,avx512-vbmi,avx512-vbmi,x86_64,linux,0
1,commit-5-correction-amd-9950x3d,run-1,1,base64ct-1.8.3,decode,standard,padded,2,4,2097152,56788588,70.436687,external,avx512-vbmi,avx512-vbmi,x86_64,linux,0
1,commit-5-correction-amd-9950x3d,run-1,2,base64ct-1.8.3,decode,standard,padded,2,4,2097152,57115563,70.033451,external,avx512-vbmi,avx512-vbmi,x86_64,linux,0
1,commit-5-correction-amd-9950x3d,run-1,3,base64ct-1.8.3,decode,standard,padded,2,4,2097152,57007950,70.165652,external,avx512-vbmi,avx512-vbmi,x86_64,linux,0
1,commit-5-correction-amd-9950x3d,run-1,4,base64ct-1.8.3,decode,standard,padded,2,4,2097152,56601155,70.669936,external,avx512-vbmi,avx512-vbmi,x86_64,linux,0
1,commit-5-correction-amd-9950x3d,run-1,0,base64-ng,encode,standard,padded,3,4,1398101,18318966,218.352883,auto,avx512-vbmi,avx512-vbmi,x86_64,linux,0
1,commit-5-correction-amd-9950x3d,run-1,1,base64-ng,encode,standard,padded,3,4,1398101,18532188,215.840625,auto,avx512-vbmi,avx512-vbmi,x86_64,linux,0
1,commit-5-correction-amd-9950x3d,run-1,2,base64-ng,encode,standard,padded,3,4,1398101,18380713,217.619363,auto,avx512-vbmi,avx512-vbmi,x86_64,linux,0
1,commit-5-correction-amd-9950x3d,run-1,3,base64-ng,encode,standard,padded,3,4,1398101,19068217,209.773103,auto,avx512-vbmi,avx512-vbmi,x86_64,linux,0
1,commit-5-correction-amd-9950x3d,run-1,4,base64-ng,encode,standard,padded,3,4,1398101,18364832,217.807549,auto,avx512-vbmi,avx512-vbmi,x86_64,linux,0
