schema_version,engine,operation,alphabet,padding,input_len,backend,target_arch,target_os,sample_count,median_throughput_mib_s,minimum_throughput_mib_s,maximum_throughput_mib_s
1,base64-ng,decode,standard,padded,15,auto,x86_64,linux,10,75.279313,73.369343,79.313179
1,base64-ng,decode,standard,padded,15,avx2,x86_64,linux,10,76.389259,73.246489,81.236465
1,base64-ng,decode,standard,padded,15,avx512-vbmi,x86_64,linux,10,77.470889,74.702445,80.201259
1,base64-ng,decode,standard,padded,15,scalar,x86_64,linux,10,285.306222,278.776442,291.739667
1,base64-ng,decode,standard,padded,15,ssse3-sse4.1,x86_64,linux,10,78.359048,71.080582,81.332432
1,base64-ng,decode,standard,padded,16,auto,x86_64,linux,10,78.649118,76.985490,80.772025
1,base64-ng,decode,standard,padded,16,avx2,x86_64,linux,10,80.200445,78.392121,81.742034
1,base64-ng,decode,standard,padded,16,avx512-vbmi,x86_64,linux,10,79.776522,75.800641,80.757742
1,base64-ng,decode,standard,padded,16,scalar,x86_64,linux,10,277.780155,259.156048,282.001494
1,base64-ng,decode,standard,padded,16,ssse3-sse4.1,x86_64,linux,10,80.791865,79.742127,82.321528
1,base64-ng,decode,standard,padded,2,auto,x86_64,linux,10,115.030490,112.118926,118.720621
1,base64-ng,decode,standard,padded,2,avx2,x86_64,linux,10,130.494719,127.862346,134.509480
1,base64-ng,decode,standard,padded,2,avx512-vbmi,x86_64,linux,10,120.634094,104.799467,121.528497
1,base64-ng,decode,standard,padded,2,scalar,x86_64,linux,10,163.998107,161.797578,165.685065
1,base64-ng,decode,standard,padded,2,ssse3-sse4.1,x86_64,linux,10,134.824074,133.703782,139.000268
1,base64-ng,decode,standard,padded,23,auto,x86_64,linux,10,92.023469,86.272488,95.414046
1,base64-ng,decode,standard,padded,23,avx2,x86_64,linux,10,94.579994,88.273747,98.054900
1,base64-ng,decode,standard,padded,23,avx512-vbmi,x86_64,linux,10,92.960230,90.057563,97.971093
1,base64-ng,decode,standard,padded,23,scalar,x86_64,linux,10,280.574747,276.039449,293.001178
1,base64-ng,decode,standard,padded,23,ssse3-sse4.1,x86_64,linux,10,67.864284,62.368790,70.249469
1,base64-ng,decode,standard,padded,24,auto,x86_64,linux,10,96.036323,93.237447,102.126239
1,base64-ng,decode,standard,padded,24,avx2,x86_64,linux,10,99.197795,93.821144,103.553210
1,base64-ng,decode,standard,padded,24,avx512-vbmi,x86_64,linux,10,98.497505,96.166624,102.496074
1,base64-ng,decode,standard,padded,24,scalar,x86_64,linux,10,296.237681,284.679585,304.697760
1,base64-ng,decode,standard,padded,24,ssse3-sse4.1,x86_64,linux,10,70.970081,67.889327,74.273571
1,base64-ng,decode,standard,padded,3,auto,x86_64,linux,10,152.076343,148.153622,154.302491
1,base64-ng,decode,standard,padded,3,avx2,x86_64,linux,10,166.331662,152.870994,172.750996
1,base64-ng,decode,standard,padded,3,avx512-vbmi,x86_64,linux,10,158.301167,137.399054,161.722357
1,base64-ng,decode,standard,padded,3,scalar,x86_64,linux,10,210.568805,206.220118,215.506136
1,base64-ng,decode,standard,padded,3,ssse3-sse4.1,x86_64,linux,10,178.323762,176.034710,183.742414
1,base64-ng,decode,standard,padded,31,auto,x86_64,linux,10,106.228513,101.459684,115.058949
1,base64-ng,decode,standard,padded,31,avx2,x86_64,linux,10,111.742873,106.458378,116.039725
1,base64-ng,decode,standard,padded,31,avx512-vbmi,x86_64,linux,10,107.749389,105.401211,115.839801
1,base64-ng,decode,standard,padded,31,scalar,x86_64,linux,10,286.568959,273.811955,296.463373
1,base64-ng,decode,standard,padded,31,ssse3-sse4.1,x86_64,linux,10,82.337617,79.126107,86.022578
